INDUSTRY,SUBSCRIPTION_FEE,JOB_ACTIVITY_2,JOB_ACTIVITY_3,JOB_ACTIVITY_4,JOB_ACTIVITY_1,JOB_ACTIVITY_5,PAYMENT_TYPE_1,PAYMENT_TYPE_2,PAYMENT_TYPE_3,PAYMENT_TYPE_4,PAYMENT_TYPE_5,COMPANY_SIZE
A,30,17,25,24,22,7,3683.0,1268.0,0.0,350.0,2065.0,C
B,41,17,43,26,43,14,29627.82,10818.5,0.0,2650.0,16159.32,A
C,52,38,45,20,41,14,9950.61,415.72,0.0,270.0,2646.93,A
C,46,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,B
B,41,3,11,0,12,0,0.0,0.0,0.0,0.0,0.0,B
B,23,20,27,26,41,7,10944.4,0.0,0.0,215.0,1946.4,C
A,59,0,81,78,171,2,16248.5,0.0,0.0,620.0,2705.0,B
C,46,9,17,7,18,3,1828.0,1217.0,1217.0,0.0,611.0,B
E,15,2,4,4,4,1,467.5,337.5,0.0,80.0,50.0,C
E,259,20,30,59,33,28,25089.4,3287.8,0.0,0.0,21801.6,A
C,52,82,188,0,213,0,0.0,0.0,0.0,0.0,0.0,B
C,51,8,16,15,16,14,9029.0,5018.0,5018.0,0.0,4011.0,B
B,46,0,59,9,66,6,14072.17,13738.95,0.0,0.0,333.22,A
E,41,12,18,19,13,8,3802.25,1488.0,0.0,625.0,1689.25,B
B,67,3,9,13,7,6,14111.56,1471.78,0.0,0.0,5293.32,B
A,46,51,111,157,245,9,27165.4,755.0,0.0,1689.0,24721.4,B
B,83,49,54,41,87,6,10293.81,65.0,0.0,1610.0,7704.81,B
B,46,0,76,77,58,77,128917.26,13370.57,0.0,0.0,110962.06,B
C,90,139,178,157,199,133,96822.9,59775.2,0.0,2668.6,34379.1,A
C,90,63,77,61,85,57,28823.55,15837.1,0.0,430.0,12556.45,A
E,28,24,37,31,40,27,4626.73,0.0,0.0,498.32,886.8,B
D,63,3,3,3,8,2,2015.0,0.0,0.0,1870.0,145.0,C
F,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,37,59,58,49,112,28,32051.12,23508.32,0.0,0.0,7489.33,A
C,105,34,70,38,28,29,76290.43,4084.25,0.0,0.0,24104.48,B
E,16,2,2,2,3,1,350.0,350.0,350.0,0.0,0.0,C
D,96,31,39,83,16,84,10655.47,4691.97,0.0,0.0,5963.5,A
B,52,0,0,0,1,0,42.5,42.5,0.0,0.0,0.0,B
B,41,76,78,55,79,53,22029.91,8052.92,0.0,549.0,13427.99,B
F,52,10,10,0,12,0,0.0,0.0,0.0,0.0,0.0,B
A,46,16,28,26,23,13,3703.0,3013.0,0.0,0.0,690.0,A
C,83,130,178,141,223,114,126162.49,86254.71,0.0,520.5,38282.28,A
B,41,179,180,165,189,151,89845.0,45854.0,0.0,2348.0,41643.0,B
A,16,0,18,14,21,13,7676.0,4915.0,0.0,785.0,1976.0,C
B,116,198,235,52,245,12,30058.6,24965.6,0.0,0.0,5093.0,A
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,21,0,10,6,11,6,1224.82,949.82,949.82,0.0,275.0,C
F,46,11,22,0,33,0,0.0,0.0,0.0,0.0,0.0,B
B,101,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,99,99,99,113,99,29010.71,0.0,0.0,0.0,29010.71,B
B,23,11,14,8,11,7,2960.0,0.0,0.0,2320.0,360.0,B
A,33,95,101,86,62,67,13494.75,9474.75,0.0,0.0,4020.0,A
C,83,108,132,112,141,65,57005.55,22271.59,22271.59,2247.01,32486.95,B
E,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,96,2,1,1,2,0,2400.0,0.0,0.0,0.0,0.0,A
E,46,30,57,63,67,47,15791.7,4126.7,0.0,1734.0,9830.0,A
E,33,0,56,76,76,8,15142.7,619.0,0.0,20.0,11625.7,A
A,16,8,17,18,6,5,3210.0,0.0,0.0,730.0,990.0,C
C,52,0,31,42,43,2,40423.18,1895.61,0.0,0.0,34867.12,B
B,46,0,51,22,71,21,40810.82,24146.07,0.0,0.0,1275.0,B
D,46,0,21,36,0,26,8464.75,2107.75,0.0,0.0,6357.0,B
A,35,4,16,19,13,9,9545.45,249.0,0.0,0.0,8195.45,B
C,46,0,17,17,0,0,27183.0,1645.0,0.0,0.0,25538.0,C
B,46,86,50,4,125,0,432.0,0.0,0.0,0.0,432.0,B
C,46,7,77,78,39,39,27477.54,13939.79,0.0,1191.25,12346.5,B
E,21,44,57,56,62,9,8099.05,2692.35,0.0,3332.0,2074.7,B
B,83,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
B,84,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
B,41,1,14,11,5,6,25103.59,0.0,0.0,0.0,23599.45,B
A,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,143,151,120,148,101,73162.07,51291.67,0.0,316.0,21489.4,B
B,41,116,231,135,275,77,70842.72,0.0,0.0,726.85,40972.43,B
C,46,27,41,36,46,23,50040.0,2350.0,0.0,1170.0,12920.0,B
F,52,11,27,32,29,23,13058.51,2864.62,0.0,45.0,8428.89,B
B,34,1,18,12,23,5,3704.7,184.69,0.0,310.0,2059.99,B
E,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,50,113,63,535,53,11653.22,8465.24,0.0,0.0,3187.98,A
E,16,39,40,33,40,29,4833.5,1913.5,0.0,1677.0,1243.0,C
C,46,0,12,23,1,0,62663.55,1775.0,0.0,0.0,60888.55,B
E,46,29,104,100,110,37,19991.92,0.0,0.0,2017.38,8521.76,B
D,10,2,38,76,11,38,32647.63,656.0,0.0,0.0,31991.63,A
E,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
C,25,0,2,7,2,0,766.51,626.51,626.51,0.0,140.0,B
D,46,10,15,10,12,8,1730.7,768.57,240.47,0.0,101.53,B
C,46,0,13,7,15,1,29373.64,7175.0,0.0,0.0,22198.64,B
B,46,0,5,3,6,0,24608.0,24608.0,0.0,0.0,0.0,B
E,16,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
E,21,16,15,8,13,4,1249.97,599.98,0.0,0.0,564.99,C
B,26,12,19,15,24,12,20926.74,1750.0,1750.0,7316.5,6965.24,A
E,46,0,10,8,6,0,54422.66,0.0,0.0,0.0,54422.66,B
D,46,10,16,11,6,8,10091.47,1214.95,0.0,0.0,8876.52,A
A,46,0,48,78,0,0,11660.0,11005.0,11005.0,0.0,655.0,C
E,46,54,118,104,125,82,19653.35,6188.4,0.0,1535.0,11929.95,B
D,83,32,36,46,28,44,58464.95,15857.22,0.0,4560.0,38047.73,A
A,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,46,6,22,11,22,3,2966.5,430.0,430.0,80.0,2456.5,B
E,23,10,14,14,20,3,5119.9,697.0,0.0,750.0,2394.9,C
E,30,0,23,0,35,0,0.0,0.0,0.0,0.0,0.0,C
C,46,17,26,22,34,1,6097.5,0.0,0.0,0.0,5108.5,B
E,16,6,19,17,21,6,4022.25,2078.25,2078.25,180.0,1491.0,C
D,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,1,46,42,67,14,37309.45,26195.45,0.0,205.0,10909.0,B
B,46,1,3,8,3,2,46162.96,9903.54,0.0,2800.0,33459.42,A
E,16,0,25,27,25,12,8530.05,3547.85,0.0,466.2,4516.0,A
C,30,4,44,52,48,5,20887.78,293.68,0.0,494.97,19773.85,B
F,83,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
E,46,74,213,270,231,204,50916.11,991.09,0.0,647.74,38714.41,B
E,15,1,7,6,5,3,2111.92,1466.17,0.0,0.0,645.75,B
E,66,3,96,110,67,56,26524.95,10258.45,0.0,888.5,15378.0,B
F,144,47,95,78,99,59,81615.1,26614.61,0.0,297.0,54703.49,A
C,23,0,25,33,0,0,29766.82,0.0,0.0,425.0,26941.82,C
B,46,0,6,12,0,2,17236.82,9999.94,9999.94,0.0,7236.88,B
F,99,12,22,14,27,7,15621.2,378.0,0.0,5180.1,8773.5,A
B,46,22,22,8,25,6,6895.38,2660.38,2660.38,2260.0,1975.0,B
C,66,1,25,23,27,21,20835.5,9220.0,225.0,100.0,11485.5,B
A,31,0,158,159,245,23,30779.0,2948.75,0.0,0.0,12630.0,B
F,66,45,56,46,57,33,46033.97,31499.74,31499.74,0.0,14534.23,B
E,34,34,40,34,41,12,17812.22,6106.0,0.0,0.0,11294.7,A
B,74,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,52,17,54,59,54,42,57349.64,38439.11,0.0,2220.91,16689.62,B
C,46,0,14,31,0,0,21020.5,9797.5,9797.5,0.0,11223.0,C
B,48,3,6,7,10,3,9341.0,90.0,0.0,0.0,8421.0,C
E,48,0,26,36,1,0,22041.42,0.0,0.0,250.0,21791.42,C
A,46,2,133,4,204,1,1431.36,264.96,0.0,1166.4,0.0,B
F,33,41,51,37,50,33,6282.48,3777.01,3777.01,195.0,2310.47,A
F,46,46,60,25,83,4,7471.85,2775.1,0.0,75.75,4621.0,A
B,83,18,50,0,74,0,0.0,0.0,0.0,0.0,0.0,B
C,46,27,38,27,46,28,31612.59,23251.59,6944.59,402.0,7959.0,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,46,20,27,25,29,21,14427.4,939.0,0.0,125.0,10208.21,B
B,52,22,31,0,33,0,0.0,0.0,0.0,0.0,0.0,B
E,41,28,37,42,49,11,5625.0,0.0,0.0,1950.0,3050.0,C
E,16,0,28,19,41,11,5466.72,0.0,0.0,120.0,2044.87,C
A,6,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,B
B,90,27,30,20,32,16,47261.45,1331.2,0.0,1000.0,30473.0,A
F,83,91,112,84,121,42,51612.2,38348.42,0.0,1125.18,12138.6,A
A,47,49,54,47,100,36,9625.68,4854.77,0.0,302.28,4468.63,A
B,21,18,19,14,21,8,6939.85,2312.98,586.7,0.0,4626.87,C
C,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,75,2,10,6,18,0,3658.0,99.0,0.0,99.0,3460.0,A
B,41,0,18,8,18,7,14322.0,1115.0,0.0,0.0,13207.0,B
B,46,0,40,41,40,28,39901.2,0.0,0.0,0.0,38735.08,B
E,46,12,33,37,29,32,10802.04,827.62,827.62,502.26,7767.16,B
C,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
F,46,9,13,11,9,5,11650.87,8903.37,0.0,0.0,2747.5,B
B,46,59,64,63,72,56,43192.64,25508.06,0.0,4663.93,2851.65,B
E,30,34,31,32,27,17,7638.03,2031.03,2031.03,195.3,5411.7,C
B,37,0,0,11,0,0,74712.0,0.0,0.0,50.0,40430.5,A
B,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,16,1,8,9,8,7,1580.0,640.0,0.0,465.0,475.0,C
B,52,98,106,92,99,39,145580.48,23744.0,0.0,552.0,21197.5,B
B,70,4,4,4,4,3,3711.0,0.0,0.0,98.0,3613.0,B
E,30,0,1,1,0,0,1506.34,1506.34,0.0,0.0,0.0,C
F,23,0,6,2,5,2,907.5,0.0,0.0,0.0,832.5,B
F,46,16,21,22,22,24,16253.54,5028.7,0.0,3921.05,7303.79,B
C,26,36,39,34,44,22,14929.15,2319.73,2319.73,2215.0,6596.81,A
B,46,10,51,27,46,14,42960.72,1064.0,0.0,59.0,32689.8,A
F,52,0,16,18,25,0,33656.76,4016.92,0.0,7847.0,21240.84,A
B,81,23,22,16,23,5,6710.25,5435.01,0.0,617.36,657.88,B
B,23,0,14,11,10,7,8403.0,1055.0,480.0,180.0,4063.0,C
A,46,17,30,57,21,15,21214.42,1905.32,0.0,325.0,18984.1,A
C,83,0,65,58,96,28,35050.0,10175.0,0.0,4745.0,19995.0,A
B,46,13,13,13,17,4,18199.8,4668.1,0.0,6750.0,3003.7,B
B,52,1,1,1,2,1,54.0,0.0,0.0,0.0,54.0,B
A,246,3,9,10,214,3,1382.66,0.0,0.0,0.0,1017.56,B
B,41,6,8,6,10,5,10567.13,972.0,0.0,4500.0,5095.13,B
F,46,47,43,35,45,8,10337.0,7657.0,0.0,150.0,2530.0,B
A,6,30,31,35,92,15,4902.0,160.0,0.0,430.0,1630.0,B
C,436,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,B
A,30,45,63,61,111,0,8545.0,1770.0,0.0,4105.0,2195.0,C
F,36,10,11,9,11,8,8419.42,150.15,0.0,1053.34,6910.0,A
C,46,0,6,12,13,0,12544.0,8715.0,0.0,736.0,3093.0,B
E,36,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,C
C,83,151,207,24,19,14,12128.4,343.0,0.0,150.0,3872.4,A
B,52,3,7,6,13,4,11036.13,8655.93,0.0,0.0,2380.2,B
A,16,14,83,75,92,20,13329.7,394.41,0.0,1798.0,1163.99,B
E,15,2,11,7,10,5,905.0,0.0,0.0,60.0,180.0,C
E,21,8,14,14,23,4,3600.0,0.0,0.0,445.0,2830.0,C
E,114,64,80,90,76,55,53670.72,23140.87,23140.87,0.0,29216.1,A
C,30,10,16,18,18,19,22571.28,934.1,934.1,329.2,21307.98,C
A,46,3,5,0,383,0,0.0,0.0,0.0,0.0,0.0,A
B,30,2,8,6,4,4,26753.84,0.0,0.0,10145.5,8014.44,C
B,52,0,22,12,23,10,41177.9,0.0,0.0,0.0,34434.09,B
B,46,2,15,18,8,6,19306.61,8019.48,0.0,449.65,10837.48,B
F,16,0,4,5,0,0,3280.0,0.0,0.0,0.0,2880.0,C
F,6,0,0,0,1,0,12395.49,0.0,0.0,0.0,6507.89,B
E,15,21,22,9,30,1,955.0,0.0,0.0,825.0,0.0,C
E,23,4,5,4,5,0,643.0,0.0,0.0,0.0,643.0,C
A,13,7,19,21,20,9,4791.23,269.6,0.0,649.5,1847.88,C
E,20,24,49,21,47,4,7657.0,280.0,0.0,0.0,3530.0,A
C,46,1,11,4,2,3,4675.0,0.0,0.0,0.0,0.0,B
E,41,1,9,8,9,1,1355.0,0.0,0.0,265.0,1090.0,C
B,46,1,2,2,2,0,642.25,0.0,0.0,298.0,344.25,B
F,83,64,95,65,89,51,45531.5,12282.0,0.0,0.0,33249.5,A
E,16,13,13,10,13,9,1692.0,290.0,0.0,160.0,635.0,C
B,52,0,2,3,3,0,2670.0,2670.0,0.0,0.0,0.0,B
B,41,170,261,167,273,99,41403.09,749.82,0.0,964.98,22055.16,B
B,46,4,3,0,4,0,0.0,0.0,0.0,0.0,0.0,B
E,30,0,5,11,0,0,1074.55,1074.55,0.0,0.0,0.0,B
F,83,24,29,42,24,40,23289.0,3089.5,0.0,0.0,20199.5,B
D,46,119,213,0,179,0,0.0,0.0,0.0,0.0,0.0,B
A,46,42,65,35,20,6,3885.88,714.64,0.0,259.8,2911.44,B
B,30,203,224,112,202,105,30956.76,0.0,0.0,0.0,14110.51,A
F,27,0,44,44,48,28,58304.66,880.0,0.0,342.0,57082.66,B
A,46,1,1,0,695,0,0.0,0.0,0.0,0.0,0.0,A
C,46,106,118,93,161,37,53097.0,40640.0,225.0,200.0,11707.0,B
C,46,17,36,31,35,30,28496.63,17060.38,17060.38,0.0,11436.25,B
D,46,0,2,1,0,0,135.0,135.0,0.0,0.0,0.0,B
A,41,132,168,141,796,53,36830.49,7885.94,4904.6,800.05,19714.5,A
B,16,0,1,1,1,1,60.0,0.0,0.0,60.0,0.0,C
F,46,42,39,31,58,19,39555.78,14058.07,14058.07,0.0,25497.71,B
E,41,17,28,31,23,29,6590.2,3777.2,0.0,154.0,2560.0,B
C,46,0,14,16,23,0,3896.58,2865.75,0.0,0.0,1030.83,B
F,66,8,8,20,24,4,6910.14,0.0,0.0,524.0,1512.53,A
A,46,4,4,4,7,1,1500.0,1000.0,0.0,500.0,0.0,B
B,75,99,112,70,120,47,32896.75,17380.05,0.0,2400.0,13066.75,B
F,46,0,55,55,53,16,37600.83,2705.78,0.0,0.0,34895.05,B
E,41,28,28,26,27,25,3871.5,2142.0,0.0,150.0,1579.5,C
E,28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,83,201,203,197,216,113,215045.92,4742.72,0.0,6200.0,95376.5,A
F,83,37,71,72,75,67,57052.94,39802.39,0.0,671.8,16578.75,B
A,46,0,162,103,313,1,11355.0,0.0,0.0,640.0,6720.0,B
B,52,7,11,8,10,8,25110.0,0.0,0.0,0.0,25110.0,B
F,52,19,22,22,25,22,16334.42,2899.42,0.0,0.0,13435.0,B
D,16,0,1,1,2,0,2598.0,0.0,0.0,0.0,2598.0,C
C,83,41,44,44,45,40,39223.05,14129.33,14129.33,0.0,25093.72,A
C,46,5,48,36,47,32,16791.56,3663.04,0.0,364.25,12390.64,B
C,23,4,10,4,3,0,11550.76,0.0,0.0,0.0,1050.0,B
B,23,102,124,35,114,30,14663.6,0.0,0.0,371.3,8044.0,A
C,23,0,57,72,62,59,12429.8,1700.26,0.0,1437.5,9292.04,C
E,83,79,1403,1329,1470,2,168945.5,0.0,0.0,0.0,0.0,A
C,75,112,120,99,136,88,83391.22,48841.62,0.0,11638.0,22911.6,A
A,10,2,8,9,12,1,1337.0,1.0,0.0,621.0,0.0,B
B,46,0,52,59,55,1,20200.36,2225.69,0.0,0.0,17974.67,B
B,48,28,31,24,39,16,28482.43,14478.37,14478.37,0.0,8504.06,B
E,50,7,9,6,15,3,4401.73,2194.33,2194.33,0.0,2207.4,B
B,30,0,4,7,1,1,5224.99,4864.46,0.0,0.0,360.53,C
F,46,0,10,19,1,0,29706.71,9771.44,0.0,0.0,19935.27,B
C,156,0,0,0,26,0,0.0,0.0,0.0,0.0,0.0,C
E,142,0,10,14,9,6,3142.0,785.0,0.0,0.0,2357.0,C
E,46,87,95,74,100,4,17209.81,6306.25,0.0,0.0,10903.56,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,52,0,10,9,1,0,12966.27,11155.93,0.0,0.0,1810.34,C
E,46,0,32,28,58,3,7206.35,2049.4,0.0,708.0,4203.95,B
A,46,208,199,178,30,122,17031.7,0.0,0.0,305.9,13394.8,A
B,16,11,21,12,34,6,8579.0,1131.0,0.0,130.0,7318.0,C
E,36,3,9,8,11,8,1521.38,197.4,0.0,0.0,1323.98,B
B,15,2,13,11,18,0,6500.0,0.0,0.0,0.0,6350.0,C
E,75,0,156,311,175,287,82774.45,3639.87,3639.87,394.0,61200.08,A
C,46,0,10,8,0,0,12549.0,9768.0,9768.0,0.0,2781.0,C
B,90,0,1,0,42,0,0.0,0.0,0.0,0.0,0.0,A
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,41,19,44,43,24,24,3658.0,1071.0,0.0,827.0,1500.0,B
E,23,5,20,29,10,27,13593.34,936.58,0.0,167.99,11717.02,A
F,83,47,100,47,109,16,22969.2,0.0,0.0,239.0,6414.0,A
E,42,95,125,101,123,90,35820.82,6774.96,0.0,1360.5,27685.36,A
C,54,0,138,115,154,53,34262.61,6727.0,0.0,1568.27,12362.12,B
B,40,0,1,2,0,0,16037.33,9691.5,0.0,0.0,6345.83,B
E,41,100,124,118,123,97,33151.96,7826.35,0.0,330.0,24785.31,B
E,44,11,83,80,99,26,12758.25,7452.25,7607.25,2141.0,2960.0,B
D,46,0,7,21,7,21,3015.8,1062.8,0.0,0.0,1953.0,B
C,83,78,130,27,130,20,30040.13,0.0,0.0,69.0,13799.0,A
F,46,0,8,12,0,0,56676.12,0.0,0.0,300.0,56376.12,B
E,46,63,103,36,106,29,4939.5,2144.15,0.0,384.0,2411.35,B
B,41,0,0,2,0,0,630.89,0.0,0.0,0.0,630.89,B
A,16,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,A
C,23,16,18,12,23,6,4692.35,0.0,0.0,2219.0,2313.35,C
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
F,66,66,307,2,316,0,195.0,0.0,0.0,195.0,0.0,A
F,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,16,6,7,7,11,1,16912.86,10450.0,10100.0,0.0,6462.86,C
C,83,2,179,2,192,2,-55.5,0.0,0.0,0.0,-55.5,A
B,55,15,25,31,32,25,39154.85,5291.57,0.0,0.0,33863.28,B
A,46,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,41,20,48,44,48,13,20253.9,1221.31,0.0,6771.55,9778.7,B
E,21,12,32,38,38,15,39920.31,13251.31,0.0,0.0,26669.0,C
B,40,5,118,59,132,30,65706.79,0.0,0.0,971.8,23909.0,A
D,41,0,8,0,15,0,0.0,0.0,0.0,0.0,0.0,B
E,15,10,26,25,23,18,7141.81,1367.96,0.0,727.97,5045.88,C
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,436,1,1,2,388,0,604.35,154.35,0.0,0.0,450.0,C
E,6,0,8,0,10,0,0.0,0.0,0.0,0.0,0.0,B
E,6,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,B
A,75,111,125,0,149,0,0.0,0.0,0.0,0.0,0.0,A
C,46,0,39,27,47,27,16947.39,4749.64,0.0,2698.88,9498.87,C
A,46,9,129,134,78,111,19186.51,8012.17,0.0,194.85,10492.35,A
F,46,23,81,80,49,39,97871.42,657.0,0.0,240.0,63291.93,B
E,41,33,39,40,46,29,17765.51,5965.72,0.0,0.0,11637.41,B
B,46,8,35,7,35,5,2370.94,0.0,0.0,183.94,2187.0,B
E,46,0,74,57,80,45,29307.0,22198.0,0.0,2690.0,3000.0,A
C,83,171,216,98,257,10,62982.3,33890.49,0.0,234.88,22993.18,A
E,23,15,37,48,51,17,12676.6,936.6,0.0,1228.0,10512.0,C
F,46,9,12,8,10,8,2887.64,170.09,0.0,300.0,2417.55,B
B,46,5,8,1,24,1,85.4,85.4,0.0,0.0,0.0,C
C,90,2,52,55,62,52,111394.35,26486.35,0.0,0.0,40147.0,A
B,54,25,39,32,43,29,22670.38,9154.24,0.0,33.4,13482.74,B
B,46,41,60,45,51,22,22996.61,2775.2,2775.2,164.95,20056.46,A
B,219,15,24,28,38,7,6648.04,0.0,0.0,0.0,6648.04,B
E,28,0,8,9,8,9,9999.52,2390.7,0.0,0.0,7608.82,C
E,76,0,3,2,1,0,380.0,0.0,0.0,0.0,380.0,C
C,46,84,163,149,112,14,85633.5,37388.9,0.0,45.0,30393.0,B
B,48,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,54,49,101,63,92,58,77792.15,22674.42,0.0,3581.8,48592.21,A
B,54,0,56,27,55,11,57106.72,17102.53,0.0,348.3,13549.39,A
E,43,0,44,40,49,32,9308.2,4314.2,0.0,299.0,4506.0,B
C,46,0,42,38,59,19,35004.0,17070.0,0.0,710.0,17224.0,B
C,52,11,25,24,24,14,38610.0,23849.16,23849.16,333.0,14427.84,C
A,150,1,66,69,65,33,10738.2,3830.25,0.0,1120.0,5787.95,A
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,83,299,351,351,367,282,349677.9,142159.9,0.0,11930.5,188587.0,A
E,80,13,16,23,16,5,4989.42,2477.1,0.0,1667.0,845.32,C
B,41,6,8,7,9,3,620.0,0.0,0.0,240.0,200.0,B
C,46,223,236,230,264,57,59182.99,6629.5,0.0,745.0,51808.49,A
E,41,0,0,0,11,0,2405.85,0.0,0.0,0.0,0.0,A
A,62,52,59,58,307,22,13499.65,7030.65,7030.65,2544.0,3925.0,A
C,52,80,82,67,92,58,38983.17,814.0,0.0,29616.92,8552.25,B
B,83,23,65,60,71,58,41771.69,4284.13,0.0,0.0,34475.19,A
A,46,39,112,109,252,62,17197.0,2662.0,0.0,120.0,14415.0,A
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,33,49,55,54,62,7,14424.05,0.0,0.0,0.0,7700.05,A
B,21,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,C
C,59,41,56,28,57,28,19048.0,7629.0,0.0,885.0,10534.0,B
B,33,0,106,89,107,31,245769.5,0.0,0.0,0.0,36297.95,A
C,46,7,24,33,43,2,58655.0,0.0,0.0,20000.0,36330.0,B
C,46,38,42,31,39,17,43077.05,10784.5,0.0,750.0,31292.55,B
F,46,8,29,30,29,25,31823.97,19378.52,0.0,820.0,11625.45,B
C,46,0,4,4,17,2,1110.0,0.0,0.0,610.0,0.0,B
E,23,0,15,11,7,10,3406.33,434.42,0.0,0.0,2971.91,C
E,75,173,224,175,236,89,38970.45,298.0,0.0,1530.0,12086.95,A
F,46,65,81,55,81,28,54680.65,7093.46,0.0,1152.0,46435.19,B
B,253,93,138,57,148,43,43933.22,24178.99,0.0,0.0,19754.23,A
B,46,3,5,3,6,2,6915.0,6915.0,0.0,0.0,0.0,B
B,41,44,103,71,138,48,116983.05,0.0,0.0,0.0,113520.77,B
C,72,50,57,47,54,27,52430.94,23933.48,0.0,0.0,28497.46,B
A,79,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
E,23,34,54,52,55,5,5303.0,463.0,0.0,4660.0,180.0,C
B,45,41,76,65,81,58,43554.31,21745.5,0.0,135.0,21673.81,B
B,46,2,15,15,13,3,10335.75,2015.0,0.0,326.75,7994.0,B
C,46,0,225,148,204,138,40809.42,14658.9,14658.9,145.0,25871.02,B
B,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,46,90,104,92,113,43,22079.55,9136.46,9136.46,2065.0,9393.09,A
E,14,22,24,25,22,8,7198.01,1064.4,1064.4,160.8,5972.81,C
C,83,216,259,37,274,3,32660.65,0.0,0.0,551.94,13709.1,A
B,46,9,0,0,63,0,0.0,0.0,0.0,0.0,0.0,B
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
E,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,36,15,0,0,40,0,0.0,0.0,0.0,0.0,0.0,B
B,46,0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,B
C,46,169,213,208,233,173,81412.16,4249.41,0.0,1259.0,75903.75,B
D,52,0,14,25,14,16,24245.84,10809.0,0.0,0.0,12206.84,A
B,90,124,133,61,180,10,113673.14,1905.0,0.0,1089.0,8824.0,A
A,83,120,131,41,285,18,8847.0,3092.0,0.0,0.0,5755.0,A
E,16,1,4,5,3,4,1240.05,0.0,0.0,0.0,958.34,C
A,46,0,2,1,1,0,2400.0,0.0,0.0,0.0,0.0,B
C,83,108,123,13,161,0,10602.82,3229.76,0.0,0.0,7373.06,A
D,16,0,81,49,84,40,2678.0,963.0,963.0,70.0,1645.0,C
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,46,15,16,16,22,3,2684.0,365.0,0.0,1770.0,549.0,B
B,75,62,75,27,88,0,7353.25,0.0,0.0,649.0,1192.45,A
A,46,0,54,67,669,46,10074.23,0.0,0.0,1187.0,7074.23,A
C,23,89,85,80,112,14,13061.67,9164.44,9308.22,656.12,3241.11,B
E,156,0,7,7,4,6,7839.85,1472.51,0.0,0.0,6367.34,C
E,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,52,24,25,15,25,12,8596.55,7890.89,7890.89,454.57,251.09,B
B,8,64,68,36,67,36,9386.39,4477.51,0.0,615.0,4293.88,A
A,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
